record_id,subset
A6566,train
A6567,val_select
A6568,test
A6569,val_tune
A6570,val_select
A6571,test
A6572,val_select
A6573,train
A6574,test
A6575,test
A6576,train
A6577,val_tune
A6578,train
A6579,val_select
A6580,val_select
A6581,val_tune
A6582,val_tune
A6583,train
A6584,val_tune
A6585,test
A6586,val_select
A6587,val_select
A6588,val_select
A6589,val_tune
A6590,val_tune
A6591,test
A6592,train
A6593,val_select
A6594,test
A6595,test
A6596,test
A6597,test
A6598,train
A6599,val_tune
A6600,train
A6601,val_select
A6602,val_tune
A6603,test
A6604,train
A6605,val_select
A6606,val_select
A6607,train
A6608,val_tune
A6609,test
A6610,train
A6611,train
A6612,test
A6613,train
A6614,val_tune
A6615,val_tune
A6616,train
A6617,val_tune
A6618,val_tune
A6619,val_select
A6620,test
A6621,train
A6622,val_select
A6623,val_select
A6624,test
A6625,val_select
A6626,test
A6627,test
A6628,train
A6629,train
A6630,val_select
A6631,val_tune
A6632,train
A6633,test
A6634,val_tune
A6635,train
A6636,val_select
A6637,test
A6638,val_select
A6639,test
A6640,train
A6641,test
A6642,val_tune
A6643,val_tune
A6644,val_tune
A6645,val_tune
A6646,train
A6647,val_select
A6648,test
A6649,train
A6650,val_select
A6651,test
A6652,test
A6653,val_tune
A6654,val_select
A6655,val_tune
A6656,train
A6657,val_tune
A6658,train
A6659,test
A6660,train
A6661,train
A6662,val_select
A6663,val_tune
A6664,train
A6665,val_select
A6666,test
A6667,val_tune
A6668,val_tune
A6669,train
A6670,val_select
A6671,test
A6672,test
A6673,val_select
A6674,train
A6675,train
A6676,val_tune
A6677,val_select
A6678,train
A6679,val_select
A6680,val_tune
A6681,val_select
A6682,val_select
A6683,test
A6684,test
A6685,val_select
A6686,val_tune
A6687,train
A6688,test
A6689,val_tune
A6690,val_tune
A6691,val_select
A6692,train
A6693,train
A6694,train
A6695,val_tune
A6696,val_select
A6697,test
A6698,test
A6699,val_tune
A6700,val_select
A6701,test
A6702,train
A6703,test
A6704,val_select
A6705,val_tune
A6706,train
A6707,test
A6708,train
A6709,val_select
A6710,val_tune
A6711,val_tune
A6712,test
A6713,val_select
A6714,train
A6715,val_tune
A6716,val_tune
A6717,val_tune
A6718,train
A6719,val_select
A6720,test
A6721,test
A6722,val_select
A6723,train
A6724,train
A6725,test
A6726,val_tune
A6727,test
A6728,val_tune
A6729,train
A6730,val_select
A6731,train
A6732,test
A6733,train
A6734,train
A6735,val_select
A6736,val_select
A6737,val_select
A6738,test
A6739,val_tune
A6740,val_tune
A6741,train
A6742,test
A6743,val_tune
A6744,val_select
A6745,val_tune
A6746,val_select
A6747,train
A6748,train
A6749,val_tune
A6750,test
A6751,val_select
A6752,val_select
A6753,val_select
A6754,test
A6755,test
A6756,val_tune
A6757,val_select
A6758,test
A6759,train
A6760,train
A6761,test
A6762,train
A6763,val_select
A6764,train
A6765,test
A6766,val_tune
A6767,val_tune
A6768,train
A6769,val_select
A6770,val_select
A6771,test
A6772,test
A6773,test
A6774,val_tune
A6775,test
A6776,train
A6777,val_tune
A6778,train
A6779,val_select
A6780,val_tune
A6781,val_select
A6782,train
A6783,test
A6784,val_tune
A6785,val_tune
A6786,val_select
A6787,train
A6788,test
A6789,val_select
A6790,train
A6791,val_select
A6792,train
A6793,test
A6794,val_tune
A6795,test
A6796,train
A6797,val_tune
A6798,train
A6799,val_tune
A6800,val_tune
A6801,test
A6802,train
A6803,train
A6804,train
A6805,val_select
A6806,val_tune
A6807,train
A6808,val_select
A6809,train
A6810,train
A6811,test
A6812,val_select
A6813,val_select
A6814,val_select
A6815,val_tune
A6816,train
A6817,train
A6818,train
A6819,test
A6820,test
A6821,val_select
A6822,train
A6823,test
A6824,test
A6825,val_tune
A6826,train
A6827,val_tune
A6828,val_tune
A6829,train
A6830,val_select
A6831,val_select
A6832,val_tune
A6833,test
A6834,train
A6835,test
A6836,val_tune
A6837,train
A6838,val_tune
A6839,val_select
A6840,val_select
A6841,val_tune
A6842,test
A6843,val_tune
A6844,val_select
A6845,train
A6846,val_select
A6847,test
A6848,train
A6849,val_select
A6850,val_select
A6851,test
A6852,test
A6853,test
A6854,test
A6855,val_tune
A6856,train
A6857,train
A6858,val_select
A6859,train
A6860,val_tune
A6861,train
A6862,train
A6863,val_tune
A6864,test
A6865,train
A6866,test
A6867,val_select
A6868,val_select
A6869,test
A6870,val_tune
A6871,val_tune
A6872,train
A6873,train
A6874,val_select
A6875,test
A6876,train
A6877,test
